sentence,sentiment,impact,sentiments,impacts,batch,film_title,sentences_nopunc,duplicated
" At6 least partial digestion, I confess that it will require a second and perhaps a third time watching this burning, explosive and fusion mind bending deocumentary. ",Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],6,Solar Superstorms: Journey to the Center of the Sun,at6 least partial digestion i confess that it will require a second and perhaps a third time watching this burning explosive and fusion mind bending deocumentary,FALSE
I will watch it again.,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],6,SuperTornado: Anatomy of a Megadisaster,i will watch it again,FALSE
Great information,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],6,SuperTornado: Anatomy of a Megadisaster,great information,FALSE
very informative and entertaining,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],6,Space Junk,very informative and entertaining,FALSE
A very interesting video.,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Not applicable' 'Engagement with Film'],6,Solar Superstorms: Journey to the Center of the Sun,a very interesting video,FALSE
5 STARS,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],4,The Jupiter Enigma,5 stars,TRUE
5+ stars,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Not applicable'],5,SuperTornado: Anatomy of a Megadisaster,5 stars,TRUE
amazing,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],4,Seeing the Beginning of Time,amazing,TRUE
Amazing!,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Impersonal Report' 'Engagement with Film'],4,Birth of Planet Earth,amazing,TRUE
Amazing!,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Shift in Knowledge' 'Engagement with Film' 'Engagement with Film'],4,SuperTornado: Anatomy of a Megadisaster,amazing,TRUE
Excellent,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Not applicable' 'Not applicable'],3,Solar Superstorms: Journey to the Center of the Sun,excellent,TRUE
Excellent.,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Impersonal Report' 'Engagement with Film'],4,Solar Superstorms: Journey to the Center of the Sun,excellent,TRUE
Excellent!,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Not applicable'],5,Space Junk,excellent,TRUE
Fantastic.,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Not applicable'],3,Seeing the Beginning of Time,fantastic,TRUE
Fantastic.,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Not applicable' 'Engagement with Film'],6,Seeing the Beginning of Time,fantastic,TRUE
Good,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],1,SuperTornado: Anatomy of a Megadisaster,good,TRUE
Good,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],1,SuperTornado: Anatomy of a Megadisaster,good,TRUE
Good,Positive,Engagement with Film,['Positive' 'Positive' 'Positive' 'Positive'],"['Engagement with Film' 'Engagement with Film' 'Engagement with Film'
 'Not applicable']",2,SuperTornado: Anatomy of a Megadisaster,good,TRUE
good,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Impersonal Report' 'Engagement with Film'],4,Space Junk,good,TRUE
Good !,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Not applicable'],5,SuperTornado: Anatomy of a Megadisaster,good,TRUE
good,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Not applicable' 'Not applicable'],5,Seeing the Beginning of Time,good,TRUE
Good documentary,Positive,Engagement with Film,['Positive' 'Positive' 'Positive' 'Positive'],"['Engagement with Film' 'Engagement with Film' 'Engagement with Film'
 'Engagement with Film']",2,SuperTornado: Anatomy of a Megadisaster,good documentary,TRUE
Good documentary,Positive,Engagement with Film,['Positive' 'Positive' 'Positive' 'Positive'],"['Engagement with Film' 'Engagement with Film' 'Engagement with Film'
 'Not applicable']",2,SuperTornado: Anatomy of a Megadisaster,good documentary,TRUE
Good documentary,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],4,SuperTornado: Anatomy of a Megadisaster,good documentary,TRUE
Good show.,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],1,SuperTornado: Anatomy of a Megadisaster,good show,TRUE
good show,Positive,Engagement with Film,['Positive' 'Positive' 'Positive' 'Positive'],"['Engagement with Film' 'Engagement with Film' 'Engagement with Film'
 'Not applicable']",2,SuperTornado: Anatomy of a Megadisaster,good show,TRUE
Great documentary.,Positive,Engagement with Film,['Positive' 'Positive' 'Positive' 'Positive'],"['Engagement with Film' 'Engagement with Film' 'Engagement with Film'
 'Engagement with Film']",2,Space Junk,great documentary,TRUE
Great documentary!,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Not applicable'],3,SuperTornado: Anatomy of a Megadisaster,great documentary,TRUE
Great documentary!,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],6,SuperTornado: Anatomy of a Megadisaster,great documentary,TRUE
Great movie!,Positive,Engagement with Film,['Positive' 'Positive' 'Positive' 'Positive'],"['Engagement with Film' 'Engagement with Film' 'Engagement with Film'
 'Not applicable']",2,SuperTornado: Anatomy of a Megadisaster,great movie,TRUE
Great movie,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Not applicable'],3,SuperTornado: Anatomy of a Megadisaster,great movie,TRUE
I liked it.,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Impersonal Report' 'Engagement with Film'],4,Seeing the Beginning of Time,i liked it,TRUE
I liked it,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],4,SuperTornado: Anatomy of a Megadisaster,i liked it,TRUE
Informative,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Shift in Knowledge' 'Shift in Knowledge'],1,SuperTornado: Anatomy of a Megadisaster,informative,TRUE
Informative,Positive,Engagement with Film,['Positive' 'Positive' 'Positive' 'Positive'],"['Engagement with Film' 'Engagement with Film' 'Engagement with Film'
 'Shift in Knowledge']",2,SuperTornado: Anatomy of a Megadisaster,informative,TRUE
Informative,Positive,Engagement with Film,['Positive' 'Positive' 'Positive' 'Positive'],"['Shift in Knowledge' 'Engagement with Film' 'Interest with Science Topic'
 'Shift in Knowledge']",2,SuperTornado: Anatomy of a Megadisaster,informative,TRUE
Informative.,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Not applicable' 'Shift in Knowledge'],3,SuperTornado: Anatomy of a Megadisaster,informative,TRUE
Informative,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Shift in Knowledge' 'Engagement with Film'],4,SuperTornado: Anatomy of a Megadisaster,informative,TRUE
Informative,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Shift in Knowledge' 'Engagement with Film'],4,Solar Superstorms: Journey to the Center of the Sun,informative,TRUE
informative,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Shift in Knowledge' 'Engagement with Film'],5,SuperTornado: Anatomy of a Megadisaster,informative,TRUE
Informative,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],6,SuperTornado: Anatomy of a Megadisaster,informative,TRUE
Informative,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Not applicable' 'Engagement with Film'],6,SuperTornado: Anatomy of a Megadisaster,informative,TRUE
It was good!,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],1,SuperTornado: Anatomy of a Megadisaster,it was good,TRUE
it was good,Positive,Engagement with Film,['Positive' 'Positive' 'Positive' 'Positive'],"['Engagement with Film' 'Engagement with Film' 'Engagement with Film'
 'Not applicable']",2,SuperTornado: Anatomy of a Megadisaster,it was good,TRUE
"Love this, and I'm going to watch it again for anything I've missed. ",Positive,Engagement with Film,['Positive' 'Positive' 'Positive' 'Positive'],"['Engagement with Film' 'Engagement with Film' 'Engagement with Film'
 'Engagement with Film']",2,Seeing the Beginning of Time,love this and im going to watch it again for anything ive missed,TRUE
"Love this, and I'm going to watch it again for anything I've missed. ",Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],"['Engagement with Film' 'Interest with Science Topic'
 'Engagement with Film']",6,Seeing the Beginning of Time,love this and im going to watch it again for anything ive missed,TRUE
Loved it!,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Not applicable'],3,SuperTornado: Anatomy of a Megadisaster,loved it,TRUE
Loved it.,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],4,SuperTornado: Anatomy of a Megadisaster,loved it,TRUE
Loved it,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],4,Seeing the Beginning of Time,loved it,TRUE
Loved it!,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],5,Solar Superstorms: Journey to the Center of the Sun,loved it,TRUE
Superb!,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Not applicable'],3,Seeing the Beginning of Time,superb,TRUE
superb,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],4,Space Junk,superb,TRUE
"The sound design, visuals and narration are blended so well together. ",Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],1,Seeing the Beginning of Time,the sound design visuals and narration are blended so well together,TRUE
